conceptUri,reuseLevel,preferredLabel,altLabels
http://data.europa.eu/esco/skill/6468e5fb-f3be-4025-87be-4b6556755c61,cross-sector,programmable logic controller,"advise social service users on budgetary issues
support health care users in managing their financial affairs
support a social service user to manage their financial affairs
support social service users to manage their financial affairs
support a social service user to manage his/her financial affairs
support social service users to manage their finances"
http://data.europa.eu/esco/skill/646d871b-4503-4dc8-a076-06d7085e4cde,cross-sector,promote human rights,"evaluate budget
review budgets
assess budgets
evaluate budgets
analyse budgets"
http://data.europa.eu/esco/skill/64852ade-6ae1-4760-ba4a-976bf07ca255,cross-sector,manage disaster recovery plans,"readying stone for smoothing
prepare stone for smoothing
stone preparing for smoothing
ready stone for smoothing
preparing stone for smoothing
get stone ready for smoothing"
http://data.europa.eu/esco/skill/648782e0-b5e5-4e59-bed0-627aa8ac29f0,cross-sector,maintain records of financial transactions,"dietary regimes
allergy dietary regimes
diet regimes
cultural dietary regimes
dietary regime
religious dietary regimes"
http://data.europa.eu/esco/skill/648d0fbf-45f6-45bd-ab00-dabb118f7574,cross-sector,provide support in vessel machinery systems,"interpret repair manuals
use repair manuals"
http://data.europa.eu/esco/skill/649b00ec-a70d-4b3a-ae2e-5662964b0fb8,cross-sector,plan maintenance activities,"encourage creative processes
foster organisational communication
promote communication within organisation
promoting organisational communication
promote organizational  communication
inspire organisational communication"
http://data.europa.eu/esco/skill/649cab01-fa5e-4721-bf63-76dccc34f3f6,cross-sector,advise on hazards of heating systems,"personnel recruiting
recruit personnel
personnel hiring
recruiting personnel
hire personnel
hiring personnel"
http://data.europa.eu/esco/skill/64b0515c-98b0-4cfd-8791-2f0a74e0ca37,cross-sector,prepare youths for adulthood,"support individuals on nutritional changes
support individuals on nutrition changes
encourage individuals to keep nutritional goals
support an individual on nutrition changes
support clients on nutrition changes
support individual on nutrition change"
http://data.europa.eu/esco/skill/64c074bf-1d14-4520-b561-e2fa05b7681c,cross-sector,study court hearings,"chromatography of gas
principles of gas chromatography
analysis using vapourisation
analysis using chromatography
gas chromatography principles
gas chromatography"
http://data.europa.eu/esco/skill/64c813d6-f73a-4f55-8154-8fef4ef54ec7,transversal,inform customers of activity changes,"entrepreneurship
business initiative
entrepreneurialism"
http://data.europa.eu/esco/skill/64e09849-a7db-4d6b-a932-66264420eb97,transversal,apply social media marketing,"manage corporate bank account
manage corporation bank accounts
oversee corporate bank accounts
maintain corporate bank accounts
managing corporate bank accounts
manage corporate bank accounts"
http://data.europa.eu/esco/skill/64f0b3c5-92ff-4fd7-9e34-cfe5eeb11c98,cross-sector,repair furniture frames,"develop material examination procedures
develop component testing procedures
develop testing procedures for materials
develop substance testing procedures
develop fabric testing procedures
develop material testing procedures"
http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,cross-sector,Telugu,"work supervised in care
work under supervision in care
working under supervision
work under supervision of nurses
work under delegation in care
work under the supervision of someone"
http://data.europa.eu/esco/skill/64ff8d5f-58a8-4efb-af5a-e161854b3e9a,cross-sector,understand spoken English,"write Gaelic
write Irish Gaelic
write Irish
writing Irish
correspond in written Irish
show competency in written Irish"
http://data.europa.eu/esco/skill/651675ef-d203-4ba9-bde0-c4fb8a2f3ef3,cross-sector,read technical datasheet,"implement standard machine inspections
carry out routine machinery checks
perform routine machinery checks
perform standard maintenance tests on machines
undertake regular inspections of machinery
carry out routine checks on machinery
perform standard machine tests
conduct routine machinery checks
conduct routine checks on machinery
undertake routine machine inspections
execute routine machinery checks
implement standard machine checks
undertake standard machinery inspections
perform routine checks on machinery"
http://data.europa.eu/esco/skill/651d7458-ff97-4bee-9290-af375c7ff25f,cross-sector,evaluate clients' progress,"oversee inspection equipment
supervise inspection equipment
monitor surveillance equipment
audit inspection equipment
audit surveillance equipment use
supervise surveillance equipment use
manage surveillance equipment use
manage inspection equipment
oversee surveillance equipment use"
http://data.europa.eu/esco/skill/65227f84-5d33-44a4-ad4b-1e8571b415c0,cross-sector,ensure gambling operational standards,"give daily priorities to staff
establishing of daily priorities
set daily priorities for staff
set priorities for staff
establishing daily priorities
establish daily priorities
set staff priorities
daily establishment of priorities
establishment of daily priorities"
http://data.europa.eu/esco/skill/652b3110-1659-4b7d-bae9-ddb0e5e1f139,cross-sector,manipulate glass,"apply moulding techniques
use techniques for moulding
use molding  techniques"
http://data.europa.eu/esco/skill/652da95d-b336-497a-bce5-1c29a674eecb,cross-sector,communicate technicalities with clients,"create  annual budget for marketing
create marketing annual budget
create annual marketing budget
prepare annual marketing budget
draft annual marketing budget"
http://data.europa.eu/esco/skill/6532ef3b-1685-4de7-a858-d31fdaa435ca,cross-sector,calibrate precision instrument,"understand Romani speech
listen to Romani
interpret spoken Romani
comprehend spoken Romani
make sense of spoken Romani
understanding spoken Romani
understand spoken Romani"
http://data.europa.eu/esco/skill/65556efb-13d5-48bc-8e53-96f7a3379749,cross-sector,support social service users to manage their financial affairs,"Galician
ability to comprehend spoken and written Galician and to speak and write in Galician
competent in Galician"
http://data.europa.eu/esco/skill/6556cbf1-d5c0-4f53-89a9-8707066069a6,cross-sector,evaluate budgets,"fire protection engineering analysis
fire protection engineering studies
fire protection engineering fieldwork
engineering fire protection
fire protection engineering analyses
fire protection engineering work
fire protection engineering research
fire protection engineering
fire protection engineering applications"
http://data.europa.eu/esco/skill/65596f76-2406-43af-b92b-f8ac84f0003d,cross-sector,prepare stone for smoothing,"plan personal work environment
prepare personal environment at work
prepare personal work environment
prepare personal work setting
prepare to work in personal environment"
http://data.europa.eu/esco/skill/655d3d08-680a-40ea-8ffd-7e66916272fb,cross-sector,dietary regimes,"supervise test drives
maintain kiln test drives
oversee test drives
managing a test drive
regulate test drives
manage a test drives
manage test drives
managing test drives"
http://data.europa.eu/esco/skill/6561c8e7-3851-4878-bcf4-d2ffd63d835e,cross-sector,use repair manuals,"repairing defective mould
repairing of mould defects
repairing of mold defects
repair defective molds
mend moulds
repair molds
repair mold defects
mending moulds
repair mold  defects
repairing mold defects
mend molds
mould defect repair
repairing moulds
mending molds
repairing defective molds
repairing defective mold
repair moulds
repair defective mould
repair defective moulds
mold defect repair
repairing molds
repair defective mold
repairing mould defects
repairing defective moulds"
http://data.europa.eu/esco/skill/656b2dab-4ace-4afa-bad4-d9ddef577e2b,cross-sector,promote organisational communication,"pack goods
pack manufactured products by hand
pack manufactured products or goods in use
pack goods by hand
package goods"
http://data.europa.eu/esco/skill/65715f7a-c791-416b-b88a-2933a1c81647,cross-sector,recruit personnel,"behave confidently
show of confidence
showing confidence
demonstrate confidence
display confidence
show confidence
exhibit confidence
reveal confidence
confidence showing"
http://data.europa.eu/esco/skill/657b4b35-7d90-4f91-be1e-be69a61e7adb,cross-sector,support individuals on nutrition changes,"establish models for weather forecast
develop models for weather forecasts
develop models for weather forecast
set models for weather forecast
developing models for weather forecast
generate models for weather forecast
develop model for weather forecast
create models for weather forecast"
http://data.europa.eu/esco/skill/657c5a25-903c-4669-9efc-46c85c176fbf,cross-sector,gas chromatography,"building miniature sets
design miniature sets
build miniature sets
create miniature sets
assemble miniature sets
construct miniature sets
build miniature set"
http://data.europa.eu/esco/skill/658605f2-1c95-49f0-bd98-0af7b15ad0b0,cross-sector,entrepreneurship,"judicial case oversight
legal case regulation
judicial case supervision
legal case management
legal case administration
judicial case regulation
legal case supervision
legal case oversight
judicial case administration"
